date,center,1.5m humi,1.5m temp,5cm earth,radio,all_product
20230616,강원 철원군,77,21.9,,,365.5
20230616,전남 보성군,67,23.1,23,,40
20230616,전북 익산시,68,23.3,23.1,27.39,517
20230617,경기 수원시,63,22.6,25.7,,98
20230617,전남 화순군,75,23.2,26.8,23.55,1358.7
20230617,강원 철원군,73,22.7,,,357.5
20230617,전남 보성군,70,24,23.4,,60
20230617,전북 익산시,68,23.5,23.9,24.09,390
20230619,전남 화순군,,,,26.01,1800.6
20230619,강원 춘천시,,,,,35
20230619,경기 수원시,,,,,40
20230619,충남 서산시,,,,,20
20230619,경북 안동시,,,,27.25,80
20230619,강원 철원군,,,,,328.2
20230619,전북 익산시,,,,,984
20230620,전남 화순군,76,22.9,26.5,15.68,2028.1
20230620,경북 안동시,72,21.7,25.9,18.82,9
20230620,충남 서산시,75,22.7,25.7,,18
20230620,강원 철원군,82,22,,,1075.4
20230620,강원 춘천시,75,22.3,25.4,10.44,29
20230620,전남 보성군,83,22.2,22.9,,33
20230620,전북 익산시,68,24.1,23.8,12.69,500
20230621,전남 화순군,89,22.1,24.8,6.5,1212
20230621,경북 안동시,97,20,24.3,4.07,12
20230621,충남 서산시,91,20.7,23.6,,7
20230621,강원 철원군,91,18.3,,,921.5
20230621,강원 춘천시,95,19.2,23.2,6.4,982.8
20230621,전북 익산시,87,21.9,23.1,8.82,901
20230622,전남 화순군,79,22.7,24.7,20.51,995.7
20230622,경북 안동시,79,22.1,24.9,19.61,100
20230622,충남 서산시,79,22.1,25.1,,35
20230622,강원 철원군,86,19.7,,,1262.5
20230622,강원 춘천시,81,20.7,24.1,21.58,10
20230622,전남 보성군,71,24.1,22.9,,80
20230622,전북 익산시,77,22.3,23,23.01,568.5
20230623,전남 화순군,80,23.5,25.7,28.1,750
20230623,강원 춘천시,73,23.2,25.3,25.16,1166.5
20230623,강원 철원군,86,21.9,,,722.5
20230623,경북 안동시,74,23.5,26,29.57,59.4
20230623,전북 익산시,68,24.7,24,26.88,593
20230624,전남 화순군,77,24.1,26.6,23.19,527.6
20230624,강원 춘천시,68,24.8,26.4,34.21,130
20230624,충남 서산시,75,24.8,28,,40
20230624,강원 철원군,80,23.7,,,946.9
20230624,경북 안동시,70,24.5,27.1,29.68,105
20230624,전남 보성군,81,23.4,23.8,,100
20230624,전북 익산시,70,25.8,25,23.83,1091.7
20230626,전남 화순군,95,24.4,24.8,5.31,1894.4
20230626,강원 춘천시,93,22.3,24.9,3.58,1372.5
20230626,강원 철원군,92,22.1,,,1319.5
20230626,충남 서산시,93,23.2,24.9,,156
20230626,전북 익산시,89,24.8,24.1,5.56,804.5
20230627,전남 화순군,88,25.5,26.4,18.51,909.4
20230627,강원 춘천시,78,23.8,25.2,17.34,370.8
20230627,충남 서산시,82,24.2,26.8,,10
20230627,강원 철원군,81,22.8,,,1204.2
20230627,전남 보성군,91,25.2,24,,158
20230627,전북 익산시,76,26.1,25.1,26.92,374
20230628,경기 수원시,78,25.4,26.1,,188
20230628,전남 화순군,93,22.9,24.7,7.81,593.3
20230628,경북 안동시,81,24.4,27.3,23.84,49
20230628,강원 춘천시,77,25.6,26.6,26.02,1329.6
20230628,충남 서산시,91,23.4,25,,23.8
20230628,강원 철원군,84,24.1,,,1803.7
20230628,전남 보성군,94,22.1,22.6,,104
20230628,전북 익산시,86,24,24.1,11.5,564
20230629,전남 화순군,95,24.8,25,4.35,687
20230629,경북 안동시,89,24.8,26.7,6.42,424
20230629,강원 춘천시,95,23.1,25.3,3.49,1495.5
20230629,충남 서산시,95,23.7,23.9,,48
20230629,강원 철원군,98,22.1,,,2302.4
20230629,전북 익산시,92,25.1,24.2,2.74,1266
20230630,전남 화순군,93,24.5,25.2,6.48,862.1
20230630,경북 안동시,93,24,26.3,7.09,75
20230630,강원 춘천시,85,24.9,25.7,23.81,1636.7
20230630,충남 서산시,90,24.2,25.5,,17
20230630,강원 철원군,85,24.8,,,1679.7
20230630,경기 수원시,86,25.1,25.5,,135.2
20230630,전남 보성군,97,24,23.1,,60
20230630,전북 익산시,93,24.4,24.1,6.41,1227
20230701,전남 화순군,90,25.1,26.3,15.14,898.5
20230701,경북 안동시,82,25,27.5,24.21,88
20230701,강원 춘천시,76,27.4,28.5,32.29,230
20230701,충남 서산시,83,26,27.8,,12
20230701,강원 철원군,83,26.2,,,1843.9
20230701,전북 익산시,83,26.4,25,21.68,758
20230703,전남 화순군,89,26.3,27.7,17.46,1436.4
20230703,강원 춘천시,75,27.3,29.1,30.53,4107.5
20230703,충남 서산시,80,27.1,28.5,,82
20230703,강원 철원군,83,26.2,,,1896
20230703,경북 안동시,75,26.1,28.9,27.21,68
20230703,경기 수원시,75,27.7,28.2,,60
20230703,전남 보성군,92,25.4,25,,650
20230703,전북 익산시,78,27.5,26.4,21.07,1787.5
20230704,전남 화순군,95,24,26.3,5.52,484.9
20230704,강원 춘천시,85,25.4,28.6,19.94,1681
20230704,충남 서산시,94,,25.8,,85
20230704,강원 철원군,89,25,,,2676
20230704,경북 안동시,87,24.6,28,9.66,40
20230704,전남 보성군,98,23.5,23.4,,180
20230704,전북 익산시,92,25.1,25.8,3.74,1046
20230705,강원 춘천시,81,24.4,26.8,21.64,4099.8
20230705,전남 화순군,86,24.6,26.7,23.32,1094.3
20230705,경북 안동시,77,25.3,27.4,22.98,68
20230705,강원 철원군,81,23.8,,,1515
20230705,전남 보성군,84,25.9,24.4,,40
20230705,전북 익산시,81,24.5,25.1,17.69,834
20230706,경기 수원시,71,26.2,26.2,,185
20230706,전남 화순군,81,25.2,26.9,24.7,1255.6
20230706,경북 안동시,76,24.8,27.9,25.28,156
20230706,강원 춘천시,75,25.7,27.6,20.69,1417
20230706,강원 철원군,81,25,,,881
20230706,충남 서산시,81,24.9,26.5,,10
20230706,전북 익산시,71,26.3,25.2,23.48,1205
20230707,경기 수원시,72,25,26.1,,64
20230707,전남 화순군,94,23.7,25.6,3.25,1708.1
20230707,강원 춘천시,69,25.7,28.1,28.9,4382.1
20230707,충남 서산시,82,24,25.9,,97
20230707,강원 철원군,78,25.1,,,1343.6
20230707,경북 안동시,91,20.7,26.1,3.56,104
20230707,전남 보성군,97,23,23.6,,380
20230707,전북 익산시,91,22.6,24.7,2.83,1038
20230708,전남 화순군,92,25.8,26.6,15.73,1244.6
20230708,경북 안동시,87,23.1,25.5,17.39,84
20230708,강원 춘천시,77,24.7,27.6,26.94,1605
20230708,충남 서산시,88,24.6,26.7,,48
20230708,강원 철원군,81,24.6,,,1179.9
20230708,전남 보성군,96,24.3,23.3,,150
20230708,전북 익산시,87,25.3,24.5,18.07,877
20230710,전남 화순군,87,27.1,28.3,21.39,1680.5
20230710,경북 안동시,87,25.5,27.9,20.46,268
20230710,강원 춘천시,85,25.2,27.1,21.34,8807.7
20230710,경기 수원시,81,26.3,26.7,,100
20230710,충남 서산시,80,26.3,27.8,,51
20230710,강원 철원군,82,25.3,,,1671.2
20230710,전남 보성군,90,26.4,24.6,,309
20230710,전북 익산시,74,27.6,26,22.33,1798
20230711,전남 화순군,97,24.8,27.1,4.99,598
20230711,경북 안동시,96,23.1,27.2,5.45,1562
20230711,강원 춘천시,96,,25.8,3.49,3800.9
20230711,충남 서산시,91,24.6,25.7,,60
20230711,강원 철원군,95,22.3,,,3329.6
20230711,전남 보성군,94,26,24.7,,90
20230711,전북 익산시,92,24.8,25.6,5.45,1006
20230712,전남 화순군,,,,8.43,387.3
20230712,강원 춘천시,88,24.6,26,16.89,8298.8
20230712,충남 서산시,90,25.5,26.7,,30
20230712,강원 철원군,89,24.2,,,1461.4
20230712,경북 안동시,89,25,27.4,18.07,144
20230712,전남 보성군,96,25.5,24.2,,150
20230712,전북 익산시,86,26.8,25.6,15.4,770
20230713,전남 화순군,,,,4.87,964.6
20230713,경북 안동시,97,24.7,27.5,4.44,870
20230713,강원 춘천시,97,24,26,5.64,4471.4
20230713,충남 서산시,93,25.3,25.8,,55
20230713,강원 철원군,97,23.6,,,1866.9
20230713,전남 보성군,93,26.4,24.6,,200
20230713,전북 익산시,94,25.9,25.7,3.73,1165
20230714,전남 화순군,,,,2.51,629.7
20230714,강원 춘천시,99,24,24.9,2.05,7210.4
20230714,충남 서산시,97,24.2,24.5,,10
20230714,강원 철원군,95,24.3,,,1293.4
20230714,경북 안동시,92,25,26.4,2.56,120
20230714,전남 보성군,87,26.8,23.8,,169
20230714,전북 익산시,,,,1.14,714
20230715,전남 화순군,,,,3.08,734.9
20230715,경북 안동시,96,24,26.2,3.85,1144
20230715,강원 춘천시,95,23.6,25.1,3.16,4512.1
20230715,강원 철원군,95,23.8,,,1292.9
20230715,경기 수원시,93,24.1,24.9,,0
20230715,전남 보성군,89,26.2,23.9,,160
20230715,전북 익산시,94,24.8,24.4,3.22,342
20230717,경기 수원시,90,24.8,25.7,,24
20230717,전남 화순군,,,,15.03,675.7
20230717,경북 안동시,90,25.2,28.1,17.32,659.8
20230717,강원 춘천시,92,24.5,25.7,8.92,8273.4
20230717,충남 서산시,92,24.8,25.6,,87
20230717,강원 철원군,92,23.3,,,2180.8
20230717,전남 보성군,96,26,24.8,,118
20230717,전북 익산시,90,25.8,25.3,17.76,3974
20230718,전남 화순군,,,,5.98,482.4
20230718,경북 안동시,98,23.2,26.9,4.62,1234
20230718,강원 춘천시,93,24.1,25.8,8.52,8667.9
20230718,경기 수원시,93,24,25.4,,140
20230718,충남 서산시,93,24.4,25.4,,71
20230718,강원 철원군,90,24.2,,,1891.7
20230718,전남 보성군,99,25.1,24,,118
20230718,전북 익산시,95,23.7,24.9,3.75,1732
20230719,전남 화순군,,,,16.15,238.1
20230719,경북 안동시,83,25.5,27.9,27.06,382
20230719,강원 춘천시,78,26.1,27.4,32.52,9997.4
20230719,충남 서산시,81,25.9,27.9,,40
20230719,강원 철원군,85,24.8,,,3512.5
20230719,전남 보성군,93,25.6,24.7,,60
20230719,전북 익산시,81,26.2,25,25.63,478
20230720,전남 화순군,,,,20.92,568.2
20230720,경북 안동시,85,26.2,29.5,21.32,1386
20230720,강원 춘천시,83,26,28.3,25.43,8654.3
20230720,충남 서산시,83,25.5,27.9,,20
20230720,강원 철원군,86,25.6,,,3384.5
20230720,전남 보성군,90,25.8,25.4,,150
20230720,전북 익산시,81,26,26,22.28,2338.4
20230722,전남 화순군,,,,4.67,344.6
20230722,경북 안동시,84,24.6,28.9,18.03,341
20230722,강원 춘천시,79,26.6,29.5,25.22,8287.7
20230722,충남 서산시,84,25.4,26.9,,39
20230722,강원 철원군,82,25.9,,,3292.5
20230722,전남 보성군,96,24.3,24,,236
20230722,전북 익산시,88,24.9,26.9,9.42,1581
20230724,전남 화순군,,,,12.6,612.2
20230724,경북 안동시,89,25.9,28.8,13.1,627.9
20230724,강원 춘천시,86,26.6,27.6,17.25,14846.8
20230724,강원 철원군,89,25.7,,,3728
20230724,전북 익산시,87,26.3,26.4,15.79,1050
20230725,경북 안동시,93,24.8,28.5,10.84,534.5
20230725,강원 춘천시,81,27.3,28.7,24.81,12099
20230725,강원 철원군,90,25.3,,,4815.6
20230725,충남 서산시,87,26.4,27.4,,60
20230725,전남 보성군,91,26.6,25.3,,10
20230725,전북 익산시,91,26.1,26.7,11.2,1624
20230726,전남 화순군,,,,21.69,53
20230726,경북 안동시,89,24.8,28.9,17,721.2
20230726,강원 춘천시,87,26.1,28.4,16.71,18138.7
20230726,충남 서산시,84,27.5,28.7,,127
20230726,강원 철원군,93,24.2,,,5362.4
20230726,전남 보성군,90,26.9,26.1,,297
20230726,전북 익산시,89,25.9,26.9,16.22,1400
20230727,전남 화순군,,,,24.91,237
20230727,경북 안동시,87,26.1,29.7,24.57,397.8
20230727,강원 춘천시,81,27.2,29.4,26.32,18459.15
20230727,강원 철원군,85,26.6,,,3332.8
20230727,전남 보성군,87,27.8,27.3,,160
20230727,전북 익산시,85,27.1,27.1,22.54,964
20230728,경기 수원시,74,28.8,29.6,,19
20230728,전남 화순군,,,,15.63,140
20230728,경북 안동시,85,27.3,30.6,24.4,626
20230728,강원 춘천시,80,28.1,30,27.85,15748
20230728,충남 서산시,75,28.9,30.3,,28
20230728,강원 철원군,89,25.8,,,3996.7
20230728,전남 보성군,88,27.3,26.9,,229
20230728,전북 익산시,78,28.4,27.8,23.85,1052
20230729,경기 수원시,71,29.1,29.9,,89
20230729,전남 화순군,,,,26.27,463.2
20230729,강원 춘천시,80,27.7,30.1,26.61,12157.6
20230729,충남 서산시,76,28.9,31,,8
20230729,강원 철원군,86,26.1,,,3526.1
20230729,전남 보성군,82,28.4,27.8,,280
20230729,전북 익산시,75,29,28.1,26.02,632
20230731,전남 화순군,,,,21.65,432.7
20230731,경북 안동시,82,27.6,31.7,20.49,627.2
20230731,강원 춘천시,81,27.9,30.6,23.11,20498.9
20230731,충남 서산시,76,28.2,31,,38
20230731,강원 철원군,86,26.7,,,3450
20230731,전남 보성군,82,28.1,27.7,,308
20230731,전북 익산시,75,28.5,27.9,23.34,752
20230801,전남 화순군,,,,25.27,56
20230801,경북 안동시,81,27.9,31.5,22.65,1061.2
20230801,강원 춘천시,78,28.3,30.8,27.54,18177.7
20230801,강원 철원군,85,27.3,,,3497.2
20230801,충남 서산시,77,29.1,31.1,,35
20230801,전남 보성군,81,28.5,28,,230
20230801,전북 익산시,76,29.4,28,22.49,980
20230802,전남 화순군,,,,21.04,42.4
20230802,경북 안동시,82,28,31.6,23.55,837.6
20230802,강원 춘천시,79,28.3,30.9,23.42,17165.1
20230802,충남 서산시,74,28.5,31.5,,48
20230802,강원 철원군,84,26.4,,,2746.9
20230802,전북 익산시,77,28.8,28.3,21.1,540
20230803,경북 안동시,81,28.6,32.1,26.91,992
20230803,강원 춘천시,76,27.5,30.8,28.57,15800
20230803,강원 철원군,83,26.3,,,2914.5
20230803,전남 보성군,79,28.8,28.4,,80
20230803,전북 익산시,71,29.5,28.4,25.66,352
20230804,전남 화순군,,,,19.62,118
20230804,경북 안동시,83,28.5,32.2,24.48,1089.6
20230804,강원 춘천시,78,28.4,30.7,25.76,15801.7
20230804,강원 철원군,83,26.8,,,2941.5
20230804,충남 서산시,72,29.3,32.6,,8
20230804,전남 보성군,80,28.6,28.2,,90
20230804,전북 익산시,73,29.7,28.7,24.1,670
20230805,강원 춘천시,75,28.7,31.8,,476
20230805,강원 철원군,85,27.2,,,853
20230807,경북 안동시,77,28.5,32.6,23.55,574
20230807,강원 춘천시,74,28.8,31.2,28.73,17239.76
20230807,강원 철원군,76,26.4,,,3667.4
20230807,충남 서산시,75,29.8,32.8,,39
20230807,전북 익산시,79,28.9,28.5,,484
20230808,전남 화순군,89,28.7,31,24,67.8
20230808,강원 춘천시,69,27.6,31.1,31.4,17048.5
20230808,강원 철원군,71,27.1,,,3324
20230808,경북 안동시,75,28,32.5,24.13,80
20230808,전북 익산시,75,29.7,28.6,21.69,344
20230809,강원 춘천시,72,26.2,29.2,15.98,26855
20230809,충남 서산시,69,29.3,32.5,,12
20230809,강원 철원군,82,24.1,,,4198.5
20230809,경북 안동시,88,25.2,30.6,5.81,68
20230809,전남 보성군,86,27.1,26.7,,110
20230809,전북 익산시,73,27.7,27.8,11.32,298
20230810,전남 화순군,93,23.5,27.2,6.19,147.8
20230810,강원 춘천시,97,21.3,25.6,2.48,18584
20230810,충남 서산시,93,22.6,25.9,,4
20230810,강원 철원군,93,21.2,,,3912.6
20230810,경북 안동시,91,23.2,27.3,2.93,60
20230810,전남 보성군,84,25.1,25,,40
20230810,전북 익산시,93,22.8,24.7,3.38,520
20230811,강원 춘천시,97,22.1,25.1,6,13537.5
20230811,강원 철원군,98,21.6,,,1779.7
20230811,충남 서산시,93,24.1,25.6,,30
20230811,경북 안동시,77,26,28.3,25.22,116
20230811,전북 익산시,,,,,920
20230812,전남 화순군,88,26.2,28.8,17.62,116.5
20230812,강원 춘천시,90,,26.1,12.27,11640.1
20230812,충남 서산시,89,25.3,27.2,,4
20230812,강원 철원군,92,22.7,,,1949.3
20230812,경북 안동시,86,24.7,28.9,15.41,28
20230812,전북 익산시,86,25.4,25.7,12.27,616
20230814,강원 춘천시,78,27.8,29,29.5,24843
20230814,강원 철원군,85,25.4,,,3560.9
20230814,경북 안동시,80,26.4,30.2,23.04,60
20230814,전남 보성군,83,27.9,27.9,,197
20230814,전북 익산시,78,27.8,26.7,18.43,912
20230815,경기 수원시,77,27.6,28.8,,20
20230815,전남 화순군,88,27.8,30.4,21.33,99.9
20230815,경북 안동시,75,27.2,30.4,26.72,30
20230815,강원 춘천시,74,27,29.2,25.26,27037.6
20230815,강원 철원군,79,25.3,,,3356
20230815,충남 서산시,84,27.1,29.4,,68
20230815,전북 익산시,79,27.3,27,20.81,1304
20230816,강원 춘천시,76,26.4,29.1,30.03,21377.5
20230816,강원 철원군,81,25.2,,,3382.2
20230816,충남 서산시,79,26.4,28.6,,8
20230816,전북 익산시,79,26.9,27.3,22.82,4504
20230817,전남 화순군,88,27,29.6,18.34,79.8
20230817,경북 안동시,87,25,29.9,12.77,800
20230817,강원 춘천시,80,26.4,29.4,24.16,18971.5
20230817,강원 철원군,86,25.5,,,2741.5
20230817,충남 서산시,79,26.2,28.7,,19
20230817,전남 보성군,87,27,27.5,,150
20230817,전북 익산시,78,26.6,27.2,21.08,692
20230818,경북 안동시,89,25.1,30,15.6,190
20230818,강원 춘천시,78,27.9,30.2,27.91,18796.7
20230818,충남 서산시,76,26.7,28.8,,10
20230818,강원 철원군,84,26.6,,,2864.9
20230818,전북 익산시,78,27.5,27.4,18.34,520
20230819,전남 화순군,89,27.7,29.7,18.87,309.5
20230819,경북 안동시,85,27.3,30.4,19.82,1800
20230819,강원 춘천시,80,28.7,30.7,24.03,15443.6
20230819,충남 서산시,75,27.3,29.8,,8
20230819,강원 철원군,86,27,,,2549.4
20230819,전북 익산시,78,28,27.7,17.33,866
20230821,전남 화순군,,,,24.43,110
20230821,강원 춘천시,81,28.1,30,21.56,24117.8
20230821,강원 철원군,87,26.1,,,3025.3
20230821,전북 익산시,75,28.5,28.2,20.81,428
20230822,전남 화순군,85,28,29.9,21.85,136.8
20230822,강원 춘천시,82,27.6,29.5,13.34,16413.5
20230822,강원 철원군,93,25.4,,,2686.5
20230822,경북 안동시,82,27.2,30.8,20.52,32
20230822,전북 익산시,85,26.9,27.9,16.61,1052
20230823,강원 춘천시,95,,27.2,6.64,14709.4
20230823,강원 철원군,96,22.7,,,1544.4
20230823,전북 익산시,89,26.1,27.3,9.38,596
20230824,전남 화순군,99,24.7,27.8,6.76,79.8
20230824,경북 안동시,92,25,29.7,8.6,90
20230824,강원 춘천시,97,22.6,25.9,5.45,14657.9
20230824,강원 철원군,91,22.3,,,2212.4
20230824,충남 서산시,87,25.8,27.8,,8
20230824,전북 익산시,91,25.6,26.9,8.6,1648
20230825,강원 춘천시,84,25.5,27.8,24.32,12762.3
20230825,강원 철원군,87,23.7,,,2592.8
20230825,경기 수원시,81,25.8,28.1,,4
20230825,전북 익산시,80,25.6,26.9,21.32,120
20230826,전남 화순군,85,25.1,28.4,25.45,259
20230826,강원 춘천시,83,24.4,27.7,23.15,14336.7
20230826,강원 철원군,87,23.3,,,2348.8
20230826,경북 안동시,82,24.6,29,23.07,209
20230826,충남 서산시,82,24.4,27.3,,10
20230826,전북 익산시,80,24.7,26.3,22.9,1204
20230828,전남 화순군,87,26.5,28.7,16.2,102
20230828,경북 안동시,81,25.2,28.9,13.7,20
20230828,강원 춘천시,88,21.9,25.4,4.94,22304.6
20230828,강원 철원군,91,20.5,,,2936
20230828,충남 서산시,87,24.7,25.9,,20
20230828,전북 익산시,75,26.8,26.8,12.99,798
20230829,강원 춘천시,99,22.7,25.3,3.55,18954.3
20230829,강원 철원군,96,22.2,,,1807.9
20230829,충남 서산시,89,24,25.4,,30
20230829,경기 수원시,90,23.7,25.4,,4
20230829,전남 보성군,90,27.7,26.1,,40
20230829,전북 익산시,89,25.3,26.6,6.65,1074
20230830,경북 안동시,98,23.2,27.4,4.17,700
20230830,강원 춘천시,94,21.5,25.2,7.78,18280.7
20230830,강원 철원군,89,21.7,,,1880.2
20230830,경기 수원시,91,21.8,24.8,,4
20230830,전북 익산시,96,21.9,25.6,3.67,1000
20230831,경북 안동시,88,23.1,26.7,15.9,100
20230831,강원 춘천시,86,22.4,25.7,20.37,11948.2
20230831,강원 철원군,86,21.7,,,1540.6
20230831,경기 수원시,82,22.7,25.5,,4
20230831,전북 익산시,80,23.1,24.8,16.87,796
20230901,강원 춘천시,82,22.4,26.3,25.7,9147.2
20230901,강원 철원군,85,20.4,,,1854.9
20230901,경기 수원시,73,23.7,25.6,,28
20230901,전북 익산시,75,23.4,24.5,22.16,435.5
20230904,전남 화순군,89,25.8,28.2,20.43,63
20230904,강원 춘천시,87,25.2,26.7,15.54,23083.7
20230904,강원 철원군,89,24.4,,,3107
20230904,충남 서산시,87,26.3,27.7,,22
20230904,경기 수원시,82,26.8,27.4,,16
20230904,전북 익산시,81,27,26,18.01,448
20230905,강원 춘천시,80,26.3,27.8,23.87,15927.8
20230905,강원 철원군,81,25,,,2288.2
20230905,경기 수원시,71,27.1,28.2,,16
20230905,충남 서산시,79,27,28.5,,7
20230905,전북 익산시,69,26.9,26.1,18.54,1002
20230906,전남 화순군,88,25,28.3,23.37,150
20230906,강원 춘천시,76,24.7,27.5,26.49,17384.4
20230906,충남 서산시,81,26.6,28.4,,36
20230906,강원 철원군,77,23.9,,,2446.2
20230906,경기 수원시,67,27,27.5,,4
20230906,전북 익산시,69,25.9,25.8,21.7,326
20230907,전남 화순군,79,24.1,27.9,25.39,130
20230907,강원 춘천시,66,23.8,26.6,30.46,16738.4
20230907,강원 철원군,72,22.5,,,1911.9
20230907,경기 수원시,54,25.8,26.6,,16
20230907,전북 익산시,60,24.4,25.1,23.41,512
20230908,전남 화순군,81,22.5,26.8,25.13,150
20230908,경북 안동시,79,21.6,26.7,22.4,168
20230908,강원 춘천시,76,22.4,26.1,29.6,16607.1
20230908,강원 철원군,78,21.3,,,1966.8
20230908,충남 서산시,69,23.4,26.9,,8
20230908,전북 익산시,69,22.8,24.6,22.55,360
20230909,전남 화순군,85,23.4,26.9,23.47,350
20230909,강원 춘천시,83,23.4,26.7,25.96,16399.7
20230909,충남 서산시,75,23.8,26.6,,88
20230909,강원 철원군,82,22.4,,,1872.4
20230909,전북 익산시,74,23.8,24.5,21.85,401
20230911,전남 화순군,82,24.3,27.2,19.59,278
20230911,경북 안동시,82,23.3,27.2,22.56,190
20230911,강원 춘천시,80,24.2,27.2,21.43,22515.6
20230911,충남 서산시,74,24.1,27.5,,31
20230911,강원 철원군,82,22.7,,,3019.6
20230911,경기 수원시,72,24.6,26.5,,8
20230911,전남 보성군,82,25.5,25.2,,10
20230911,전북 익산시,73,24.1,25.3,21.37,310
20230912,전남 화순군,83,24.2,27.1,15.72,180.8
20230912,경북 안동시,88,23.6,27.3,18.12,200
20230912,강원 춘천시,77,23.3,27,23.07,17215.1
20230912,충남 서산시,79,23.9,26.8,,56
20230912,강원 철원군,84,22.6,,,2365
20230912,전북 익산시,77,23.9,25.1,16.75,213
20230913,전남 화순군,95,23.2,26.9,7.54,40
20230913,강원 춘천시,97,19.9,24.7,3.84,19626.7
20230913,강원 철원군,93,19.8,,,2137.3
20230913,경기 수원시,89,21.4,24.7,,32
20230913,충남 서산시,92,20.5,24,,8
20230913,전북 익산시,90,21.1,24.5,3.52,949
20230914,경북 안동시,91,22,25.9,6.64,160
20230914,강원 춘천시,80,21.7,24.4,15.49,17666.2
20230914,강원 철원군,79,21.1,,,1381.5
20230914,경기 수원시,76,23,24.1,,8
20230914,충남 서산시,84,22.7,24.3,,20
20230914,전북 익산시,88,22.8,23.7,8.51,518
20230915,경북 안동시,99,21.4,25.3,3.73,839.6
20230915,강원 춘천시,97,20.4,23.8,4.62,11056.7
20230915,강원 철원군,84,21,,,2206.7
20230915,충남 서산시,92,22.7,24.7,,18
20230915,경기 수원시,86,22.2,23.9,,8
20230915,전남 보성군,93,24.7,23.2,,80
20230915,전북 익산시,94,23.1,24.3,5.44,2077
20230916,전남 화순군,99,23.1,26,4.94,99.9
20230916,강원 춘천시,96,22.3,24.3,6.04,14301
20230916,충남 서산시,92,23.7,25,,96
20230916,강원 철원군,89,,,,2332.9
20230916,경기 수원시,90,23.8,24.8,,52
20230916,전북 익산시,93,23.8,24.6,7.22,278
20230918,전남 화순군,87,24.8,27.7,19.18,190
20230918,경북 안동시,86,24.8,27.6,20.56,60
20230918,강원 춘천시,92,23.6,26.1,17.4,16855
20230918,강원 철원군,86,23.1,,,3114.8
20230918,충남 서산시,86,24.1,26.5,,44
20230918,경기 수원시,82,24.2,26,,78
20230918,전남 보성군,87,25.5,24.8,,10
20230918,전북 익산시,84,24.3,25.3,19.75,829.5
20230919,전남 화순군,89,23.2,27,17.14,810.9
20230919,경북 안동시,83,22.7,27,16.9,375
20230919,강원 춘천시,89,22.1,25.2,13.61,16230.46
20230919,충남 서산시,87,23.3,25.8,,146
20230919,강원 철원군,85,22.4,,,2261.6
20230919,경기 수원시,85,23.3,25.3,,48
20230919,전북 익산시,82,23.8,25.4,15.35,968
20230920,전남 화순군,96,23.2,25.3,4.15,210
20230920,경북 안동시,97,20.8,24.9,2.53,40
20230920,강원 춘천시,90,19.9,24,3.97,16677.1
20230920,강원 철원군,90,19.5,,,2887.8
20230920,충남 서산시,93,20.9,23.2,,72
20230920,경기 수원시,90,20.7,23.6,,16
20230920,전북 익산시,94,21.7,24.1,1.97,913.3
20230921,전남 화순군,96,21.1,25,8.37,1125.4
20230921,경북 안동시,89,19.6,23.7,9.14,380
20230921,강원 춘천시,74,18.4,22.9,15.52,16651.6
20230921,강원 철원군,78,17.4,,,2224
20230921,충남 서산시,77,19.5,22.6,,20
20230921,경기 수원시,70,19.7,22.2,,8
20230921,전북 익산시,82,20.2,22.7,9.82,714
20230922,전남 화순군,88,20.3,24.9,20.15,336
20230922,강원 춘천시,82,17.9,22.7,23.38,9457.9
20230922,강원 철원군,82,16.5,,,2451.3
20230922,충남 서산시,74,19,22.8,,24
20230922,경기 수원시,74,19.7,22,,36
20230922,전북 익산시,77,19,22.4,19.16,390
20230923,전남 화순군,88,19.3,23.8,13.84,1832.1
20230923,경북 안동시,83,19.1,23.5,18.11,40
20230923,강원 춘천시,79,18.6,22.3,21.81,15483.8
20230923,충남 서산시,78,20.3,22.4,,184
20230923,강원 철원군,78,18,,,2648.2
20230923,경기 수원시,66,21.3,22.2,,22
20230923,전북 익산시,74,19.2,21.8,14.61,619
20230925,전남 화순군,87,21.5,23.7,11.18,500
20230925,강원 춘천시,82,19.8,23.1,18.62,16635
20230925,강원 철원군,78,19.2,,,4515.4
20230925,충남 서산시,75,21.5,23.2,,62
20230925,경기 수원시,67,21.6,22.6,,64
20230925,전북 익산시,69,22.2,22.4,11.25,843
20230926,전남 화순군,90,23,24.5,5.85,2997.5
20230926,강원 춘천시,98,19.3,22.7,4.11,15077.6
20230926,강원 철원군,92,19.1,,,3515.2
20230926,경기 수원시,97,20.1,22,,24
20230926,충남 서산시,95,21.3,22.5,,4
20230926,전남 보성군,90,23.6,22.3,,40
20230926,전북 익산시,92,22,22.4,4.21,564
20230927,전남 화순군,91,22.5,24.8,9.72,524.1
20230927,강원 춘천시,96,20.3,22.8,6.23,9791.7
20230927,강원 철원군,92,20.2,,,2933.5
20230927,전북 익산시,90,22.2,22.6,7.66,382
20230928,전남 화순군,86,22.4,25,17.17,2162.8
20230928,강원 춘천시,84,21.7,23.7,17.82,1576.1
20230928,강원 철원군,82,20.5,,,1476
20230928,충남 서산시,85,21.5,23.9,,67
20190102,전북 익산시,76,-3.5,-0.3,8.79,1330.55
20190103,전남 화순군,71,-1.5,0.5,12.4,2760.5
