1.5m humi,1.5m temp,5cm earth,radio,all_product
86,26.1,28.2,14.82,1084
87,27,28.6,14.03,880.1
87,24.7,28,15.37,6990.7
80,26.6,27.2,13.65,153
85,25.1,28.6,,44
87,23.6,,,3269
87,27.4,27.7,,70
92,26.4,28.7,12.99,344
82,24.8,27.6,24.11,853.5
84,26.8,28.8,19.42,731.7
77,24.2,28.6,16.71,353.5
84,26,27.2,,7
79,24.2,,,2410.1
85,26.2,27.5,,20
88,27.6,28.4,11.3,280
84,25.4,27.7,10.49,417.9
85,23.5,27.4,7.06,429
99,22.9,26,2.61,7469.6
96,24.9,25.6,13.81,100
92,25.1,25.6,,26
95,22.1,,,3178.7
90,26,27.4,6.43,296
83,27,27.9,23.22,522.3
84,25.5,27.8,17.07,50
86,24.7,26.7,20.93,1524
87,24.3,26.6,,44
85,23.7,,,1210.7
94,25.2,27,11.46,40
84,24.8,27.9,25.8,4109.2
79,26.5,28.6,24.61,347.1
75,25.5,28.8,25.73,214
82,25.5,26.4,13.51,137.4
90,22.6,,,2211.9
80,25.1,27.6,,25
82,25.6,27.6,23.3,296
80,25.4,28.3,26.67,92.6
77,24.5,28.7,23.58,86
86,23.8,27.2,19.6,1074
80,25.1,27.7,,71
91,22.3,,,2359.2
81,25.4,26.5,13.53,4
73,26.8,27.5,,12
84,25.5,27.9,23.24,1220
84,25.2,27.3,23.92,7417.3
98,23.7,25.9,3.79,326.1
93,22.4,27.5,6.45,386
80,25.8,25.9,13.67,64
86,23.7,25.9,,54
83,25,,,2731.15
98,23.6,25,,12
97,23.2,25.8,2.71,350
85,25.7,28,22.73,7210.4
82,25.9,30.9,24.28,129.4
83,25.4,,,3121
83,25.2,27.4,,35
79,27,26.2,,10
90,24.9,25.9,17.44,40
83,26.1,31.9,24.49,101.2
87,25.3,27.9,15.75,5945.3
79,26.2,28.6,,30.9
88,24.4,,,3705.8
80,26.7,27,,20
86,26.6,27.4,23.7,72
95,22.1,25.7,7.52,8698.9
88,24,25.5,9.01,151.2
88,23.4,28.2,7.15,50
86,23.2,25.3,,20
94,21,,,1690.2
92,24.7,27.1,8.84,298
91,23.3,26.1,17.38,7411.7
86,24.3,29.3,14.77,174.8
81,24.5,26.3,,17.1
84,23.5,,,1940.9
81,23.8,28,17.29,38
82,25.3,25.7,13.61,250
89,23.8,26.6,15.52,5110.5
87,24.7,27.4,13.31,857.6
86,23.7,25.5,,68
91,23,,,2228.6
89,24.6,25.5,13.69,6
87,24.7,26.5,,10
87,24.6,26.5,13.22,98
79,26.5,28.3,32.96,18612.3
86,26.1,27.9,18.99,315.8
82,26.7,26.9,13.53,100
78,26,28.7,,45
82,24.9,,,3219.9
88,26.1,26.8,20.21,208
79,27,28.8,29.65,16611.7
85,26.3,29.2,17.56,744.7
77,26,30.3,23.1,920
81,26.7,29,,44
85,26,,,5045.2
86,25.7,27.2,,10
85,27.1,27.7,24.39,88
73,27.2,28.6,25.03,16183.3
81,26,29.1,25.54,140.8
77,24.8,29.2,21.65,210
78,27.3,28.9,,100
81,26.4,,,4285.5
82,27.6,28.6,23.88,280
80,27.4,29.5,27.23,90.4
83,26.5,28.5,26.25,12939.3
72,28.2,29.6,,28
80,26.1,,,3026
86,25,28.7,11.55,30
81,27.9,28.9,24.98,522
81,28.4,29.3,28.33,14509.6
75,29.1,30.3,23.25,98.1
82,27.4,,,3152.6
77,29.8,29.3,24.1,80
82,28.3,30,27.34,14145.4
80,27.7,28.8,11.24,144.5
70,29.5,30.5,,59
84,26.9,,,2610
89,27.2,27.8,10,149.5
91,26.7,27.8,12.43,11860
83,28.7,27.5,13.62,100
93,26,,,3136.6
82,28,27.9,,20
99,25.9,27.5,5.62,8022.3
93,27.3,27.4,13.35,22
90,27.5,29.1,15.1,148.2
89,26.7,27,,16
97,25.2,,,2634
88,27.9,27,,10
98,25.9,27.3,7.29,16802.4
96,26.5,29.1,16.36,79.8
88,27.5,28.7,,43
91,,,,2734.5
89,27.9,30,21.88,56.1
85,28,28.8,20.7,19310.7
85,26.8,,,3425.1
84,28.2,29.9,,3.9
88,28.3,28.5,,10
90,28.2,29,19.77,198
84,27.9,29.6,21.18,23208.7
80,27.9,30.7,23.17,559
86,28.7,29,13.6,84
86,28.3,30,,34
90,26.2,,,3442.7
87,28.8,29.3,,30
92,28.3,29.1,18.84,1180
90,27.2,29.3,13.53,2952.8
95,25.9,,,652
99,25,26.6,1.75,23781.7
79,27.7,30.5,9.6,640
90,27.4,27.5,,20
96,25.1,,,2572.5
86,27.6,30.6,16.7,260
90,27.8,29.2,10.05,24
99,24.4,25.9,3.41,17343.9
89,27.1,29.9,16.85,77
90,27.3,27,,10
98,23.6,,,2682
89,26.4,29.9,9.8,440
87,28.1,29.1,,50
91,27.9,28.6,12.31,60
86,25,26.7,23.08,12097.4
85,23.8,,,1775.6
94,23.3,25.5,,8
86,28,28.8,,50
96,27,28.1,5.27,1500
96,24.3,28,3.16,840
90,25.1,27.5,14.9,11621
93,24.5,25.6,,12
87,24.2,,,3157.6
97,25,26.6,1.82,24
80,26.2,29.2,30.65,12421.6
83,24.1,,,2153.8
97,23.7,27,6.49,12940.1
90,27.2,29.3,13.48,165
91,24.4,25.9,,4
96,22.4,,,2198.7
91,25.4,26.3,13.77,12
90,26.2,27.1,4.49,20697.6
84,28.2,30.3,20.37,130
89,,27,,4
88,26.2,,,2594.5
87,28,28.1,15.01,80
79,26.4,28.3,27.79,14926.3
80,25.7,28.2,,30
84,24.6,,,2789.7
81,26.2,27.7,13.5,12
97,25.9,27.4,6,196
85,23.8,28.1,22.7,15799.5
86,25,28.5,14.43,582
81,24,27.7,,82
88,22.3,,,2503.6
92,25.9,27.4,,10
88,25.4,27.6,16.87,50
83,24,27.8,22.45,13774.1
83,24,27.3,,18
85,23.1,,,2591.2
87,23.4,28.5,21.49,340
92,24.1,26.6,8.02,12998.9
90,25.6,26.1,,46
92,23.7,,,2200.5
91,26.3,27.3,10.86,40
96,26.1,28.5,6.61,160
86,26.3,29.1,15.28,190
81,27.1,28.6,26.05,11979.7
82,26.5,28.2,,10
85,26.3,,,2154.1
93,27.2,28,,10
94,25.7,27.5,10.23,24
85,25.2,27.9,14.02,15865.8
80,25.8,27.5,,20
87,23.2,,,1949
81,26.4,27.5,13.67,4
87,26.7,28.3,20.48,140
73,25.5,28.6,24.31,16006.1
85,23.4,25.8,,31.5
82,22.9,,,1641.5
85,21.9,27,7.12,10
66,23.8,26.8,17.01,14430.4
75,21.8,,,2154.2
94,23.5,26.8,7.72,1332
94,20.3,25,8.74,12911.6
91,20,,,1881.2
82,21.5,24.3,,20
78,23.2,27.5,26.29,30
78,22.5,27.3,24.86,60
80,22.5,25.9,23.31,13277.7
80,21.8,24.8,,27
81,21.8,,,995
79,23.2,24.6,13.56,4
81,22.6,26.3,21.83,128
81,20.9,25.9,18.73,44.4
69,20,25.9,32.42,12715.5
65,20.9,24.5,,27.5
75,18,,,1142.4
62,21.7,23.9,13.49,8
88,18.9,23.8,6.9,12047
88,18.5,,,1507
74,20.9,22.9,13.75,8
91,24.2,25.5,7.92,82.8
98,18.2,22.4,3.79,12714.7
95,19.1,20.7,,15
96,17.6,,,1716
88,20.1,23,10.4,8432.5
88,19.5,,,1826
93,22,24.1,8.37,16
93,21.8,24.9,9.52,112.7
82,21.3,24.2,26.26,7245.9
84,20.1,,,2139.1
88,21.8,24.1,12.2,148
69,21.8,24.6,30.01,15733.1
65,24.6,23.9,13.55,368
84,22.7,24.5,12.6,10
69,23.5,24.7,,10
72,21.2,,,1970.2
87,22.3,24,,80
80,22.6,23.9,16.69,104
69,21.6,24.2,22.31,17414.8
80,24.8,25.4,13.49,71.6
68,23.9,24.8,,10
72,21.1,,,2437.5
61,24.3,23.8,13.6,6
78,24.9,24.4,18.48,26
99,19,21.7,1.21,21769.6
93,24.3,25.6,2.82,174
96,17.8,,,3608.7
97,19.9,22.3,13.81,12
84,21.1,24,13.83,598.6
82,21.3,24.9,13.37,60
79,19.5,21,21.45,13942.9
81,20.5,21.8,,24
77,19.4,,,3061.6
78,22.6,23.9,,130
88,20.7,23.2,17.06,90
84,20.6,24.2,24.72,190
74,19.4,22.3,29.9,9837.9
79,21.4,23.5,,33
80,18.7,,,3813.9
71,23,23.5,,70
78,19.6,23.2,28.83,13185.1
84,20.6,24.2,19.95,970.8
75,21.5,23.9,,32
82,19.4,,,3667.7
74,22.2,22.6,13.53,4
77,21.8,23.9,,60
79,21.1,23.6,21.67,136
66,21.1,23.6,28.21,3132.3
74,23,24,,8
73,19.6,,,1579.5
67,23.5,23.4,13.55,6
94,23.7,25.2,7.66,32.5
79,22.6,23.7,11.16,1270
84,23.5,23.6,,25
82,21.7,,,1659
79,24.8,24.3,,60
61,23.1,23.9,18.46,15356.3
75,25,25.2,18.01,220
64,22.1,,,2076
62,23.8,22.8,,202
53,25,23.3,13.69,8
61,24.3,24,15.12,120
70,23.7,24.5,21.26,14129.6
74,26,25.7,21.2,1372.7
73,22.4,,,1723.5
67,25.2,23.1,,64
62,25.4,22.8,13.67,4
75,25.6,24.3,18.73,120
86,25.6,26.4,17.34,10
81,24.3,25.6,17.61,15956.5
85,23.5,,,3591.8
78,25.8,25.1,,132
76,26,24.1,13.66,36
81,27,27.4,21.17,1166.6
89,24.8,26.2,14.73,14314.3
92,23.1,,,3093.5
84,24.7,26,,6
87,25.6,25.1,13.65,8
83,26.4,25.4,,70
85,26.9,26.2,19.53,116
74,24.3,26.7,20.84,522.4
70,21.3,25.2,20.51,16745.5
76,20.1,,,2944.7
65,22.9,24.9,,10
61,25,24.9,13.62,8
70,25.8,25.7,,60
70,25.2,26,18.97,16
79,19.4,24.3,15.92,1499.8
73,16.7,22.9,25.87,13380.2
72,15.9,,,2367.3
58,19.5,22.4,13.61,78
67,18.7,22.1,,29
67,21.2,24.1,,60
64,20.3,24.5,18.64,400
78,18,23.5,18.56,120
74,15.7,22,28.08,15643.8
76,14.7,,,1779.6
66,17.8,21.8,,20
72,19,23.5,,50
76,18.5,23.5,21.36,276
78,18.4,22.6,21.06,618.5
79,15.6,21.7,24.06,14839.1
79,15.6,,,2046
64,19.2,21.2,13.59,52
73,18,22.1,,6
72,18.1,22.9,17.32,112
75,15.2,21,18.49,12309.6
78,14.4,,,1867.6
78,18.3,22.9,19.28,100
74,16.9,20.1,13.62,26
82,16.7,22.6,15.9,166
71,17.5,21.9,22.1,2018.3
72,14.9,20.2,27.57,10502.5
78,13.5,,,1268.3
74,17.1,20.7,,10
75,17.2,21.4,17.86,140
87,18.3,21.8,9.6,354
88,17,21.7,9.93,20.7
80,15.6,20.4,21.25,10209
70,18.4,21.7,,12
81,14.5,,,2055.6
88,18.7,21.5,,10
79,19.7,23.4,21.59,1807.3
80,16.8,21,25.75,10183.4
72,18.7,21.6,,32
77,16.3,,,6498.9
72,19.9,20.4,13.56,16
87,16.5,21.8,13.69,10
87,16.1,20.5,18.11,8620.8
86,19.4,22.6,11.42,350
84,16,,,2601.8
83,18.3,21.6,,39
78,19.9,20.6,13.64,136
81,20.8,22.2,,130
85,18.7,22,12.36,96
79,18.9,23.3,21.74,2351.2
89,17.2,21,15.83,8877.9
85,16,,,1956
81,19.2,20.9,13.62,12
84,17.6,22,,5
76,20.9,22.6,,60
77,19.3,23.2,20.81,670
88,17,20.8,16.67,7707.3
79,18.5,22.4,,16
82,15.7,,,2559
82,16.9,21.9,19.34,70
78,19.8,20.7,13.58,8
78,19.7,22.2,,100
82,18.6,22,19.1,64
80,20,23.8,19.66,3159.2
84,17.2,20.9,16.11,7275.3
76,19.1,21.7,,99
83,16.5,,,1991
83,25.1,25.5,8.6,1299.8
94,21.3,22.5,7.37,70
99,17.9,19.4,1.62,4484
95,22.4,22,,152.4
98,18.2,,,2144
97,22.5,20.8,13.82,170
85,25.3,23.6,,70
,23.9,23.3,5.49,201
84,19.4,23.2,6.35,3080.6
84,18.2,20.8,7.69,6076.4
95,16.2,,,2460.4
78,17.7,21.6,,126
78,18.9,21.4,13.66,8
82,20.9,23.5,,80
84,19.1,22.7,8.42,54
71,15,19,12.29,4202.2
70,16.2,19.6,13.62,381
72,16.5,21.3,19.48,480
80,15.4,21,11.3,10
76,14.6,19.5,,29
80,13.3,,,2752.5
70,17.7,22,,60
68,16,21.6,19.17,100
,,,,4373.2
,,,14.76,2938.1
,,,12.29,30
,,,,87.5
,,,,2527
,,,,64
,,,,60
72,15.5,19.7,16.92,710
81,14.8,20.3,6.67,130
81,12.9,18.1,12.2,5657.9
79,12.1,,,2202
66,13.9,18.5,,134
65,14.5,18.4,13.6,60
63,15.7,20.4,18.44,140
77,15.4,18.6,12.31,3811.9
82,12.7,19.1,17.03,10
77,13,17.4,24.5,6821.2
69,14.6,17.7,,143
80,11.9,,,2350.8
65,15.8,17.4,13.6,60
71,15.4,19.4,16.7,81
79,12.3,16.7,12.61,1282.8
66,11.6,17.7,17.28,90
71,8.8,15.7,11.91,5634.2
77,7,,,1818
72,10.7,14.9,,40
78,10,14.5,13.72,130
74,11.6,17.8,13.58,100
75,9.5,15.7,21.42,6005.1
73,13.1,16.4,19.2,4387.9
70,11.1,16.8,18.85,70
79,8.4,,,2339
75,11.9,15.9,,90
73,10.7,14,13.58,148
65,14.5,17.3,,60
71,12.9,17.5,17.28,260
82,12,16.7,0,1571.6
83,11.4,16.6,15.82,40
83,10.7,15.3,22.14,4511.4
75,11.9,15.5,,137.5
85,9.9,,,2583.2
75,12.7,14.4,13.59,132
73,12.3,17.1,18.14,132
82,13.7,17.4,15.63,1897.7
82,13.4,17.3,15.85,40
86,12.3,16,18.48,6249.5
85,11.9,,,1851.8
77,14.9,16.9,,339
74,15.6,15.7,13.59,80
77,15.8,17.8,,70
75,14.7,17.5,17.77,83
85,14.2,16.9,14.25,3916.8
83,15.1,18.2,17.69,1563.9
87,14.1,17.5,14,20
76,16.4,17.6,,177
84,13.3,,,1934
79,16.3,16.5,13.64,160
80,15.9,18.1,,60
80,15.4,17.8,16.56,96
83,16.2,19,17.51,2046.4
77,17.6,18.5,17.25,20
83,15.2,17.6,16.32,4923.2
73,17.5,18.8,,616.3
79,14.3,,,2109.4
75,17.7,17.5,13.62,36
82,17.1,18.6,,50
79,17,18.6,16.43,72
61,12.7,17.2,18.33,1956
65,10.5,16.2,24.08,5430.6
58,8.9,,,2499.7
48,11.8,16.4,,92
50,11.6,15.8,13.58,116
52,13.2,18.5,17.76,205
61,9.2,14.7,18.73,2691.6
69,7.4,15.9,18.15,55
70,6.5,13.5,23.79,5815.6
75,5.1,,,2546.8
54,9.2,13.3,13.59,340
62,8.3,13.8,,198
47,11.8,16,,60
64,8.3,15.9,17.88,48
73,6.4,12.7,22,4984.5
76,8,13.5,18.14,1096.2
71,8.5,13.4,,248
73,5.6,,,2401.6
64,9.7,12.7,13.6,138
72,6.8,14.5,17.9,248
55,11.9,15.2,,60
71,8.7,14.8,16.86,40
78,8.5,12.6,20.43,4041.2
75,9.8,14.1,18.1,2294.5
77,8.3,,,1567.5
72,11.3,13.8,,192
73,12.1,13.1,13.6,76
69,11.5,15.3,,60
69,10.9,14.5,17.03,132
82,13.5,15.2,10.13,1496.4
76,10.9,13.6,16.19,1597.2
76,9.4,,,1945
80,11.9,14.1,,80
74,13,14.1,13.64,16
78,15.1,15.9,,70
70,13,14.8,9.1,35
80,15.8,17.6,16.56,2366.2
76,12.8,14.6,19.67,2191.4
82,12.1,,,2004
85,14,15.6,,189
72,8.3,13.8,17.39,3672
71,7.5,12.7,17.08,150
53,10.2,13.1,,264
69,7.2,,,850.4
53,10.2,13.2,13.5,100
76,9.3,15.4,13.24,4
69,8.1,13.1,16.83,5736.2
72,8,12.1,22.15,6023.4
63,9.7,12.4,,490
55,11.3,12.5,13.61,112
77,8.3,14.2,14.82,20
73,6.7,,,1088
61,10.2,14.5,,60
72,10.7,13.5,13.85,1560.4
81,9.1,13.9,14.48,41.2
75,8.4,12.2,18.38,779
76,8,,,952.8
64,11.8,13.3,,58
55,12.9,13,13.65,12
68,12.3,14.5,,50
76,10.2,12.6,18.12,3910.3
71,12.6,15.3,15.97,2814.9
77,9.2,,,755.4
78,11.5,14,,280
75,12.5,13.4,13.64,52
77,10.7,14.4,14.69,64
63,14.5,15.5,,50
69,12.3,14.4,14.56,10
78,11.5,14.8,15.32,2632
84,10.8,14.3,13.8,61.2
73,12.3,13.2,19.89,110
75,10.9,,,850
80,11.2,13.9,,96
73,13.4,15.2,,30
73,12.1,13.7,20.16,3857.5
73,13.7,14,13.64,282
77,12.7,15,12.59,2329.2
81,12.1,14.9,15.01,40
78,12.6,14.3,,260
78,10.3,,,746.4
77,14.2,15.5,,20
75,12.6,14.3,12.26,20
77,12.8,15.8,15.06,2473.9
75,11.7,13.8,18.67,50
79,10.8,,,809.9
69,14.8,14.4,13.65,72
80,12.9,14.9,,224
73,13,14.8,13.03,20
80,12.1,15,14.38,3216
77,10,13.4,15.73,2461.8
85,11.6,14.1,,79.5
78,9.3,,,819
81,12.7,14.2,13.68,28
81,12.5,14.6,11.21,8
61,10,12.8,13.63,290
78,11,15.1,15.25,2742
71,9,12.8,,106
66,6.4,,,317
70,12.9,15.4,,40
73,10,14.5,13.25,104
69,10.4,13.3,13.99,2512.3
69,8.9,12.7,8.72,30
70,6.6,10.9,8.48,1252.9
68,5.7,,,1190
70,9,11.2,,39.6
62,12.6,14.7,,50
64,10.1,13.3,10.56,56
58,7.8,12.8,15.39,2452.5
49,3.5,9.3,22.08,120
51,6.2,10.2,,73.1
59,1,,,1201.6
50,6.5,12.2,15.31,40
47,10.2,14,,40
48,6.8,12.7,14.66,58
67,6.5,11.1,15.6,3090.9
56,4,10.5,15.42,20
53,3.2,7.7,21.82,3774.1
62,2.5,,,1247.7
54,5.8,9,13.63,44
69,5.5,9.8,,33.7
44,10.3,12.7,,30
66,5.5,11.3,14.55,104
75,7.9,11.3,13.3,3445.7
82,6.6,,,219.5
69,7.9,9.5,11.65,40
71,9.7,11.5,,120
66,9.5,11.7,12.9,110
78,8.5,11.6,13.75,2348.4
75,8.3,11,13.41,50
75,8.6,11,15.7,1143.2
80,11,12.9,,136.7
90,6.8,,,280.2
69,11.8,13,,50
71,11.5,12.6,11.48,50
82,10.3,11.2,13.68,124
74,8.7,11.5,13.27,2720.2
75,8.3,11.2,12.18,30
81,10.1,12.6,,107
88,7,,,329
72,11.4,13.4,10.87,674
71,12.3,12.8,12.83,2891.8
76,9,11.4,12.29,30
78,10.5,11.2,12.62,53.8
76,12.3,12.6,,98
82,11.3,,,265
66,11.5,12.8,12.38,608
75,14,14.2,12.72,2472.9
79,11.1,11.9,11.91,100
68,13.8,13.6,,30.5
75,11.4,,,117.4
77,14.7,14.1,,60
64,13.7,13.1,11.71,618
87,17.1,14.9,9.77,2254.5
87,12.4,12.3,8.88,109.7
79,15.4,13,9.97,60
82,15.7,14.4,,12
86,12.8,,,374.2
69,18,14,8.54,840
78,9.9,12.9,9.47,2256
73,9.9,13.3,4.65,130
76,8.9,12.1,,224
83,7.1,,,158
70,10.2,13.8,8.33,342
79,7.3,10.9,12.78,2600.3
79,6.7,11.5,10.65,50
79,8.1,9.8,,83
84,4.6,,,519.8
82,5.5,9.8,13.45,55.9
66,9.8,12.7,,100
74,8,12.5,11.54,974
,,,12.89,2477.1
,,,12.14,50
,,,,112
,,,,592
,,,,390
75,7.8,10.3,13.53,2082.3
73,9.2,10.4,,32
84,6.1,,,553
66,9.1,11.8,12.3,489
71,8,9.9,14.13,1507.9
76,6.2,9.9,12.54,10
83,6.7,,,536
60,9.3,11.1,12.47,442
74,9.7,10.2,12.62,1586.1
82,7.9,10.1,10.18,20
73,8.7,,,991.6
64,12.1,10.6,,1.8
61,10.7,10.9,10.43,640
89,9.2,10.9,8.58,1038.4
89,6.7,,,376
80,10.7,11.2,,60
73,10.3,11.6,8.99,284
90,11.1,11.5,3.76,89.5
86,7.4,,,412
82,7.4,10.4,11.17,1824.5
83,4.4,,,385.8
82,7.9,9.8,,50
76,7,11.2,8.8,480
79,8.5,9.7,11.54,1742.6
76,10.1,,,420
69,8.6,10.5,9.41,270
70,8.1,10.1,12.2,1406.2
69,5.9,9.2,,7
53,4.2,,,138
54,9.5,11,10.35,650
90,15,11.1,3.63,2310.3
74,14,10.4,,10
91,7.8,,,788.5
73,12.7,9.5,3.39,310
72,11.7,13,3.71,2207.9
66,5.4,,,506.5
66,7.3,10.6,,4
57,9.7,11.7,3.98,982
59,0.5,6.7,9.41,1639.8
48,-7.5,,,268
54,-5.4,5.3,13.71,140
52,-1.3,8.4,9.3,502
,,,11.31,1414.1
,,,,40
,,,,349
,,,,360
71,0.4,4.8,13.07,2073.2
57,0,5.9,11.63,264
73,5.2,5.6,6.4,1695.5
79,-1.2,,,122
74,4.3,5.3,,10
70,4.8,6.1,3.88,440
43,0.2,3.8,10.14,2001.1
35,2.3,7.4,,30
41,-1.3,5.1,9.72,170
67,1,3.5,10.55,2049.4
78,1.6,2.7,,28
71,0.3,4.5,6.77,350
72,2.3,4.1,11.77,2072.3
73,3,5.1,7.79,390
73,4.2,4.6,11.37,1661.4
71,3.3,5.2,10.45,460
78,4.6,6,6.98,2143.6
75,4.1,5.7,8.25,304
81,3.1,5.2,4.73,2023.9
70,-2,,,10
82,1.1,5.3,3.51,270
81,1.1,3.7,5.82,1493.6
75,1.6,4.6,6.56,352
64,4,4.2,6.66,614.3
77,1.8,3.7,,30
68,3.3,5.1,5.84,891.5
74,-2.6,3.5,12.13,1843.2
61,-8.7,1.3,13.72,48
64,-5,4.1,10.6,290
77,-0.6,2.2,10.98,1430.7
71,-0.3,3.4,9.09,701
45,0.7,3,8.64,1769.2
73,-12.3,,,10
49,-2.3,3.5,7.29,350
61,-1.8,1.9,5.56,2091.8
71,-5,2.8,3.99,556
84,-4.2,1.9,9.43,1087.5
64,-4.5,2.4,11.14,467
85,-2.3,1.6,12.47,1313.9
62,-0.9,2.6,10.32,510
94,2.3,2.7,3.28,1521
84,2.3,3.4,1.52,340
83,-1.7,2.3,2.94,626.9
82,-3.5,3.1,6.18,130
87,-3.6,2.3,1.32,1308.9
78,-6.7,3.1,5.43,905
80,-5.9,2.3,7.5,1140.3
68,-8.8,3.4,13.16,140
86,-3.8,1.5,10.04,1598
82,-4.9,2.6,8.1,130
85,-3.1,1.2,13.08,1015.9
77,-3,2.2,11.01,710
83,-2.3,0.9,9.62,758.2
70,-2.6,-0.2,,16
72,-1.6,2.1,9.14,80
83,-2.6,0.7,12.25,1543.4
74,-3.2,2,9.46,540
84,-1.9,0.7,9.25,1937.4
82,-3.1,-0.5,13.55,40
75,-0.3,2,8.5,299
80,-1.3,0.8,12.02,2187.9
68,0.2,2.5,9.61,30
53,-1.4,1.9,11.23,960
77,-2,0.4,12.47,2409.4
65,-2.6,1.3,11.99,308
81,-2.1,0.3,9.63,2004.1
53,-6,-2,17.52,20
73,-1.1,1.4,9.93,429
85,0.7,0.7,8.95,1356.5
78,0.3,1.7,8.21,866
86,1.5,1.4,9.93,2202.9
81,1.5,2.1,7.72,1032
65,3.6,2.5,6.52,1472.6
62,3.1,3.3,10.34,455
81,2.4,2.4,7.84,2366.5
69,2.3,2.5,,20
66,3.6,3.2,6.15,330
80,0.9,2.3,12.73,1104.8
67,0.5,2.9,,585
83,2.4,2.9,12.07,860.6
83,0.3,-0.1,13.63,4
70,1.4,2.7,10.97,236
83,8.1,4,10.83,1115
57,6.8,3,11.12,900
97,14.2,9.9,2.63,1111.3
97,9.4,7.3,,40
94,11.4,6.6,1.77,370
95,8.1,9.2,3.23,1023.5
96,5,6.4,,40
95,6.7,7,1.57,240
61,-0.8,2.7,13.49,1471
59,0.1,4.9,,20
49,-1.9,3.6,12.5,620
74,-2.2,1.6,12.81,1585.4
73,-3,0.4,,20
60,-1.5,2.8,11.18,930
87,-1.9,1.4,9.54,1070
73,0.6,3.6,,120
70,-0.1,2.9,9.33,1000
77,0.3,2,11.26,895.5
67,1,2.7,12.04,730
66,-0.2,1.9,11.17,589.1
63,0.9,3.5,,240
50,0.9,2.9,11.82,380
68,-2.4,1.1,14.2,182.2
79,-3.1,0,3.67,227.3
72,,-0.9,,10
85,-4.5,-0.7,,40
69,-3.1,0.2,,260
64,-2.8,0.1,13.02,104.3
59,-6.4,-0.6,,24
52,-3.9,0,13.55,130
72,-3.5,-0.1,12.56,124.9
71,-6.1,0,9.34,60
58,0.2,0.5,15.66,135.3
49,-0.3,-0.3,14.43,160
58,-0.9,0,14.34,340
74,0.3,1,14.97,56.5
62,1.4,0.1,12.81,1316
66,3.4,2.5,13.56,156.8
58,3,0.5,11.24,100
40,-0.3,1.1,11.53,340
62,-0.2,2,14.67,68.1
48,-1.1,1.5,,90
70,-1,1.7,14.5,100
65,-1.4,1.3,13.56,70
56,2.2,1.8,12.84,67.2
75,1.4,1.7,,80
52,2.9,3.2,,10
54,2.2,1.5,11.95,30
62,2.9,3,14.67,132.4
66,2.1,2.2,12.27,176
71,1.4,3,15.53,43.9
76,0.6,2.3,11.21,40
70,4.3,3.3,9.76,156
58,1.4,-0.1,17.97,60
54,3.9,2.4,10.26,44
83,4,3.8,7.71,30
85,3.8,4.8,7.96,140.8
86,1.6,3.6,7.53,250
79,6.6,6.3,11.06,44.4
71,4.4,4.5,,40
72,3,5.4,16.55,126
55,0.7,3,,80
65,2,4.5,14.79,310
72,2.5,4.3,6.32,33.9
69,2,3.9,10.93,80
67,3.4,4.6,8.19,345
70,4,4.6,6.62,114.2
66,2.5,3.8,6.05,20
87,8.7,6.6,2.58,54.6
65,6.4,4.7,,240
68,-0.2,3.8,18.06,148.2
55,-1,2.4,,20
59,-0.5,3.8,16.85,10
51,-0.4,3,18.52,33.3
54,-1.7,3,17.77,10
70,2.4,3.8,16.85,44.8
61,-1.1,2.7,,30
60,1.5,3,15.86,48
69,2.8,4.1,16.17,310
60,5.1,6.3,17.62,22
60,2.9,4.2,15.77,40
56,0.9,4.6,19.56,50.6
55,-0.4,3.7,18.18,252
61,3,4.6,20.45,137.7
60,1.9,3.5,18.7,30
69,4.4,3.9,18.3,884
62,7.6,7.3,12.41,77.2
,,,11.93,258
37,1.9,4.9,,320
59,2.6,5.2,20.23,64.4
56,2.2,4.3,18.06,44
62,5.2,5,17.18,380
69,5.8,7.5,20.23,79.1
51,6.5,5.9,,30
46,10.5,6.4,14.34,286
70,10.7,8.7,,20
48,12.1,7.3,16.45,40
77,13.5,11.4,15.87,32
73,12,8.9,15.06,170
61,12,9.7,16.9,80
60,12.9,11.5,17.03,11.5
43,14.5,10,16.74,155
38,3,6.9,20.92,20
48,7.9,7,21.12,340
68,8.6,8.4,,4
62,10.7,7.7,17.64,60
38,8.7,10.4,20.8,78.4
23,7,8,16.62,80
53,8.3,9.3,7.88,22.6
39,6.4,6.8,,0
39,7.2,7.5,7.92,104
50,9.4,10.4,20.89,52.4
48,7.8,8.2,17.86,120
55,7.5,8.4,19.9,260
59,13.9,12.4,21.22,78.4
42,12.1,9.6,20.94,508
83,14.4,12.6,11.3,33.2
47,14.1,10.7,16.43,70
93,14.4,14,7.38,33.9
82,13.5,11.9,7.69,400
82,8.8,12,7.35,84.8
44,8,11.2,,20
67,9.1,11.4,17.62,60
84,10.5,11.6,7.5,33.9
66,9.7,10.9,7.18,230
52,6.9,10.5,25.17,113
60,4.8,10.5,,12
57,4.6,9.8,22.91,80
64,7.6,10.3,18.82,100.8
58,7.1,9.4,16.28,550
63,10.8,11.6,24.01,67.8
56,9.5,9.5,20.65,540
48,11.8,10.2,19.63,480
57,12.9,13.5,24.83,66
43,12.2,10.7,22.8,836
54,13.2,13.7,23.41,87.4
43,13.6,11.2,21.84,400
56,14,14.3,24.87,33.3
29,17.3,15.8,,4
32,15.8,11.7,23.44,260
56,15.4,11.8,12.6,280
